POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT,REB,AST,STL,BLK,TO,DD2,TD3
power-forward,82,35.9,25.5,9.2,18.0,50.9,0.0,0.1,25.0,7.2,9.0,79.7,9.5,3.7,1.0,0.9,2.8,43,0
power-forward,81,40.0,22.9,9.4,18.8,49.7,0.4,1.0,37.0,3.8,5.0,76.5,11.8,5.0,1.5,1.6,3.3,57,1
power-forward,82,36.6,20.5,7.9,18.4,43.0,0.9,3.5,25.6,3.8,5.4,69.9,8.0,3.7,1.4,0.4,3.2,23,1
power-forward,82,39.3,20.3,7.2,15.6,46.5,0.4,1.2,30.2,5.4,6.7,80.9,10.1,3.3,1.1,1.1,3.0,41,0
power-forward,81,37.0,20.1,7.8,16.1,48.2,0.0,0.0,0.0,4.5,6.6,68.5,10.0,1.9,0.8,1.6,2.8,40,0
power-forward,80,34.8,19.2,7.0,15.7,44.5,1.1,2.9,36.8,4.2,4.9,84.7,8.5,2.0,0.8,0.8,3.1,30,0
power-forward,81,33.3,19.1,7.6,15.0,50.7,0.0,0.0,0.0,4.0,6.4,62.6,8.5,2.0,0.9,1.7,2.8,31,0
power-forward,80,35.5,18.5,6.6,14.3,46.4,1.5,4.1,37.0,3.7,4.8,78.2,4.5,2.8,1.1,0.8,2.1,1,0
power-forward,82,35.8,17.5,6.3,13.6,46.1,1.4,3.7,37.9,3.5,4.2,83.0,6.5,2.5,0.8,0.8,1.7,9,0
power-forward,62,35.9,17.1,7.4,15.9,46.4,0.0,0.1,12.5,2.3,3.2,71.1,6.5,1.6,0.8,0.8,2.7,10,0
power-forward,74,31.7,16.7,6.0,13.2,45.6,0.7,1.9,36.2,4.0,5.1,78.5,8.5,2.4,0.5,1.8,2.3,26,0
power-forward,69,29.9,16.6,6.5,14.5,44.6,0.6,1.9,32.8,3.0,3.6,84.3,6.7,1.3,0.8,0.3,1.8,15,0
power-forward,79,36.1,16.6,6.5,14.3,45.5,0.0,0.1,25.0,3.6,5.2,68.2,7.7,1.9,0.6,0.8,2.7,16,0
power-forward,76,36.4,16.6,5.9,13.5,43.8,0.8,2.2,36.0,4.0,5.5,71.9,7.8,4.2,1.2,1.3,3.4,26,3
power-forward,81,35.1,16.4,6.7,12.9,51.9,0.1,0.6,16.0,2.9,4.1,70.4,7.0,1.8,1.1,1.3,1.9,13,0
power-forward,82,35.5,14.9,6.2,13.5,45.9,0.0,0.1,0.0,2.5,3.4,73.5,5.7,3.0,0.8,0.3,2.7,10,0
power-forward,64,32.4,14.2,5.2,13.1,39.4,0.8,2.2,35.5,3.1,4.0,78.0,10.0,2.6,1.1,1.1,1.9,30,0
power-forward,73,31.7,13.3,5.0,12.5,39.8,1.3,3.8,33.5,2.1,2.6,79.1,3.8,1.7,1.0,0.4,1.4,0,0
power-forward,82,33.8,13.2,5.2,11.3,46.1,0.0,0.1,10.0,2.7,4.1,67.1,7.0,0.9,1.0,0.7,1.7,14,0
power-forward,82,32.6,13.1,5.1,10.1,50.6,0.0,0.0,0.0,2.9,3.6,79.2,6.9,1.2,0.4,0.7,2.6,11,0
power-forward,82,29.8,12.2,4.6,9.8,47.3,0.1,0.3,29.2,2.9,3.6,81.2,6.7,2.3,1.0,0.5,2.3,11,0
power-forward,71,30.4,12.0,4.5,9.5,47.9,0.0,0.0,0.0,2.9,4.9,59.7,6.8,1.7,0.9,0.3,2.4,14,0
power-forward,68,31.7,12.0,4.7,9.6,48.5,0.0,0.0,0.0,2.6,3.8,69.1,9.2,0.8,0.9,0.4,1.8,21,0
power-forward,80,26.2,11.8,4.3,9.4,46.1,0.8,2.3,34.6,2.4,3.0,77.4,4.2,1.4,0.7,0.4,1.6,0,0
power-forward,81,25.9,11.6,4.4,8.2,53.6,0.1,0.3,44.4,2.7,4.0,69.2,5.4,1.6,1.2,0.5,1.8,5,0
power-forward,82,38.2,11.6,3.9,8.1,48.0,0.0,0.0,0.0,3.8,5.1,74.6,8.5,4.5,0.9,0.4,2.0,21,3
power-forward,79,31.4,11.5,4.0,9.0,44.0,0.0,0.0,0.0,3.6,4.7,76.6,8.8,1.3,0.5,1.3,1.5,23,0
power-forward,76,24.5,10.9,4.1,9.0,45.8,1.3,3.4,39.1,1.3,1.6,82.1,4.0,2.1,0.6,0.6,1.5,3,0
power-forward,72,29.1,10.8,4.3,10.9,39.1,1.8,5.5,33.2,0.5,1.1,48.7,4.7,1.7,1.3,0.2,1.3,3,0
power-forward,70,32.6,10.7,4.0,9.3,43.3,0.8,2.5,33.3,1.8,2.4,76.6,5.4,2.5,0.6,0.1,1.3,2,0
power-forward,80,21.1,10.5,3.8,8.8,43.7,0.0,0.1,16.7,2.8,3.6,76.6,3.3,1.2,0.4,0.5,1.7,0,0
power-forward,76,22.5,10.3,4.1,8.2,50.0,0.0,0.0,0.0,2.1,2.8,76.9,3.8,1.1,0.5,0.3,1.4,2,0
power-forward,81,23.3,10.3,3.6,8.1,44.1,0.8,2.1,36.2,2.4,2.9,84.8,6.4,1.1,0.5,0.7,1.5,10,0
power-forward,78,27.2,10.1,3.4,8.2,41.7,1.4,3.6,37.8,1.9,2.3,81.8,3.7,3.2,0.6,0.3,1.7,2,0
power-forward,74,28.7,10.0,4.1,8.1,50.2,0.0,0.0,0.0,1.9,2.7,68.5,9.9,0.9,0.7,1.3,1.2,24,0
power-forward,82,21.5,10.0,3.4,7.6,44.6,0.9,2.3,37.9,2.3,2.8,83.8,1.9,0.8,0.6,0.1,1.1,1,0
power-forward,78,25.3,9.9,3.7,8.0,46.4,0.0,0.0,100.0,2.5,3.3,75.6,6.2,1.1,0.6,1.1,1.5,5,0
power-forward,80,28.8,9.6,4.0,8.4,48.0,0.0,0.0,0.0,1.5,2.0,75.5,7.5,1.8,0.8,0.8,1.3,18,0
power-forward,81,22.8,8.6,3.5,6.5,54.2,0.0,0.1,12.5,1.5,2.2,68.8,6.2,0.9,0.6,1.4,1.5,5,0
power-forward,82,25.6,8.4,3.1,5.6,56.4,0.0,0.0,0.0,2.1,3.5,61.6,9.6,0.8,1.2,0.3,1.3,23,0
power-forward,72,25.0,8.3,2.9,7.4,39.9,0.4,1.7,26.2,1.9,2.9,66.0,6.1,1.6,0.8,0.3,1.6,8,0
power-forward,82,18.0,8.2,3.1,7.1,44.1,1.0,2.4,40.1,1.0,1.4,72.1,2.6,0.7,0.4,0.2,1.0,0,0
power-forward,82,19.2,8.2,3.4,6.9,48.6,0.5,1.5,33.3,1.0,1.5,68.3,4.1,0.9,0.8,0.4,1.0,3,0
power-forward,80,24.6,8.0,3.4,6.7,50.5,0.0,0.0,33.3,1.3,1.6,78.1,6.3,1.0,0.6,0.5,1.3,7,0
power-forward,77,21.6,7.5,2.4,5.6,43.2,0.3,0.7,40.4,2.3,2.8,83.3,4.3,2.6,0.5,0.2,1.3,0,0
power-forward,63,21.0,7.3,3.0,6.0,49.7,0.5,1.2,44.0,0.8,0.9,91.2,3.8,1.1,0.3,0.4,0.9,0,0
power-forward,63,21.0,7.3,2.7,5.6,49.1,0.0,0.0,50.0,1.8,2.6,67.5,5.5,1.0,0.5,0.4,1.3,2,0
power-forward,78,20.7,7.2,2.8,5.4,51.3,0.0,0.0,0.0,1.7,2.3,73.8,5.8,1.2,0.7,0.6,1.3,7,0
power-forward,68,20.3,7.2,2.4,5.7,42.7,0.4,1.1,34.7,2.0,2.5,79.3,2.3,1.4,0.6,0.2,1.0,0,0
power-forward,80,25.5,7.0,2.7,6.6,39.9,0.4,1.3,31.1,1.3,1.8,68.0,4.2,3.4,1.1,0.5,1.7,0,0
center,79,40.0,29.7,12.1,21.1,57.4,0.0,0.0,0.0,5.5,10.4,52.4,13.6,3.8,0.5,3.0,2.8,62,0
center,75,38.4,24.5,10.0,20.6,48.3,0.4,1.3,28.4,4.1,5.5,75.1,10.5,4.6,1.6,1.7,2.9,48,4
center,74,38.9,23.2,8.5,17.3,49.0,0.0,0.1,9.1,6.2,8.1,76.1,12.4,3.2,0.9,2.2,3.3,60,1
center,79,34.8,21.7,8.3,15.0,55.1,0.0,0.1,0.0,5.2,7.4,71.1,9.5,1.6,0.5,3.7,2.7,38,0
center,82,30.4,17.8,5.9,14.1,41.7,0.0,0.1,33.3,6.0,7.7,77.6,8.8,1.7,1.2,1.2,3.5,33,0
center,80,32.0,17.8,6.6,12.9,51.2,0.0,0.0,0.0,4.6,6.4,72.6,9.6,1.8,1.2,2.3,2.1,34,0
center,62,32.8,15.0,5.8,12.5,46.6,0.0,0.0,0.0,3.3,4.6,73.1,9.7,0.9,0.6,1.4,2.3,22,0
center,79,23.4,12.9,5.5,11.3,48.4,0.0,0.0,0.0,2.0,2.7,73.9,5.1,1.1,0.3,1.3,1.4,4,0
center,78,32.5,12.7,4.7,10.6,44.6,0.0,0.1,0.0,3.2,4.6,69.0,7.6,1.7,0.7,1.9,1.6,20,0
center,81,30.1,12.4,4.8,10.9,44.6,0.7,2.3,32.8,2.0,2.9,68.6,7.9,1.2,0.5,2.2,1.2,25,0
center,82,29.0,12.3,4.7,9.3,50.3,0.1,0.3,26.9,2.8,4.1,69.1,8.0,3.0,1.3,1.3,2.3,25,1
center,85,21.3,11.9,4.3,9.4,45.5,0.2,0.8,25.7,3.1,4.4,71.3,5.9,0.8,1.0,0.3,2.0,11,0
center,66,25.6,11.8,4.6,9.1,50.5,0.1,0.3,36.8,2.5,3.0,84.3,7.8,1.8,0.7,1.2,1.5,17,0
center,82,36.4,11.5,3.9,7.0,56.2,0.0,0.0,0.0,3.6,5.1,70.8,14.1,1.3,0.3,3.3,2.1,45,1
center,59,26.2,10.2,3.8,8.0,48.0,0.0,0.0,50.0,2.5,3.7,67.0,7.8,0.8,0.7,2.0,1.2,14,0
center,80,31.2,9.8,4.1,9.5,43.7,0.0,0.0,0.0,1.5,2.4,65.1,8.2,0.5,0.4,1.8,2.2,20,0
center,65,21.6,9.7,4.0,9.1,44.1,0.0,0.1,0.0,1.7,2.2,77.9,6.0,0.6,0.4,0.3,1.4,6,0
center,79,22.7,9.2,3.9,7.8,49.9,0.0,0.0,0.0,1.4,2.0,68.1,6.3,1.0,0.5,0.4,1.8,10,0
center,69,25.7,8.9,3.7,8.1,44.8,0.0,0.1,0.0,1.6,2.4,64.8,5.7,1.2,0.5,0.6,1.7,3,0
center,65,24.3,8.7,3.3,6.2,53.7,0.0,0.1,0.0,2.1,3.2,64.9,6.0,0.4,0.5,1.9,1.1,8,0
center,77,24.7,8.4,3.5,7.2,47.9,0.0,0.1,20.0,1.5,1.9,76.5,6.5,0.8,0.9,2.5,1.0,9,0
center,76,35.4,8.1,3.5,7.9,44.4,0.0,0.1,0.0,1.1,1.5,72.1,7.8,2.5,0.7,0.8,0.8,12,0
center,68,21.9,7.6,3.1,6.3,50.0,0.0,0.0,0.0,1.4,1.9,72.9,6.6,0.4,0.6,1.0,1.0,8,0
center,79,21.3,7.6,3.0,7.2,41.5,0.0,0.0,33.3,1.7,2.1,79.9,6.1,0.6,0.5,0.6,1.2,6,0
center,81,19.1,7.6,2.9,5.6,52.2,0.0,0.0,0.0,1.8,2.5,72.6,5.0,0.7,0.5,1.1,1.0,4,0
center,80,19.2,7.1,2.9,5.6,50.7,0.0,0.0,0.0,1.4,2.6,53.6,6.9,0.2,0.4,1.0,1.2,10,0
center,81,16.5,7.0,3.0,6.6,45.2,0.0,0.0,50.0,1.0,1.2,84.2,4.1,0.8,0.4,0.4,0.8,2,0
center,59,19.9,6.7,2.6,6.0,42.9,0.0,0.1,25.0,1.6,2.3,68.6,4.8,1.3,0.3,0.6,1.8,2,0
center,82,22.3,6.6,2.7,5.4,50.8,0.0,0.0,0.0,1.1,2.0,58.8,5.4,0.7,0.8,0.8,1.3,4,0
center,81,20.0,6.6,2.3,5.4,41.7,1.1,2.7,40.8,1.0,1.2,82.5,3.6,0.8,0.4,0.4,0.8,0,0
center,82,18.4,6.6,2.7,5.6,47.7,0.0,0.1,12.5,1.2,1.8,67.6,5.0,0.8,0.6,0.9,0.8,3,0
center,72,19.7,6.3,2.6,5.5,46.6,0.0,0.0,0.0,1.1,1.3,82.5,4.5,1.1,0.3,0.6,1.9,2,0
center,73,13.8,6.0,2.2,5.0,44.2,0.0,0.1,16.7,1.6,2.0,78.9,3.8,0.9,0.4,0.3,1.1,4,0
center,82,21.0,5.7,2.5,5.3,47.6,0.0,0.0,0.0,0.7,1.3,57.3,4.6,1.1,0.3,1.0,0.9,1,0
center,76,21.8,5.5,2.5,5.0,50.8,0.0,0.0,0.0,0.4,1.2,37.8,5.6,0.6,0.3,1.8,0.9,4,0
center,76,17.6,5.4,2.0,3.7,52.7,0.0,0.0,0.0,1.5,2.1,71.7,5.3,0.6,0.7,0.8,0.7,3,0
center,82,22.2,5.3,2.5,4.9,51.0,0.0,0.0,50.0,0.3,1.1,31.1,5.5,0.5,0.4,1.0,0.9,2,0
center,80,26.6,4.8,1.8,3.5,51.6,0.0,0.0,0.0,1.2,2.0,60.5,8.1,0.6,1.0,1.6,1.0,3,0
center,81,19.8,4.5,1.5,3.3,46.4,0.0,0.0,0.0,1.5,2.3,63.6,6.0,0.2,0.2,2.1,1.0,1,0
center,71,14.1,4.4,1.7,4.0,43.1,0.0,0.0,0.0,0.9,1.3,73.0,3.5,1.0,0.4,0.7,1.0,2,0
center,57,14.4,4.2,1.7,3.5,48.7,0.0,0.1,0.0,0.8,1.4,59.0,3.1,0.4,0.2,1.3,0.6,1,0
center,70,12.3,3.9,1.5,3.2,48.6,0.0,0.0,0.0,0.8,1.4,58.2,3.3,0.3,0.2,0.8,0.7,2,0
center,60,12.0,3.4,1.5,3.7,40.6,0.1,0.3,20.0,0.3,0.5,64.3,1.8,0.7,0.2,0.3,0.5,0,0
center,67,15.1,2.5,0.9,2.5,35.1,0.0,0.0,0.0,0.7,1.6,47.6,3.9,1.0,0.2,0.6,1.2,0,0
center,66,15.9,2.4,1.0,2.3,41.6,0.0,0.0,0.0,0.4,0.8,51.8,3.5,0.5,0.4,1.8,0.6,0,0
center,63,6.5,1.7,0.7,1.9,39.0,0.0,0.0,0.0,0.3,0.4,60.7,2.0,0.4,0.1,0.4,0.4,0,0
center,49,7.7,1.7,0.6,2.0,30.2,0.0,0.0,0.0,0.5,0.7,71.9,1.5,0.2,0.3,0.3,0.5,0,0
point-guard,75,34.3,19.3,6.8,14.6,46.5,1.2,3.1,38.7,4.5,5.1,88.7,3.3,6.5,1.8,0.4,1.9,12,0
point-guard,81,39.0,19.3,7.6,15.8,48.4,1.2,3.7,32.8,2.8,3.8,74.8,4.2,7.5,2.9,0.2,3.2,23,1
point-guard,67,37.7,18.7,7.0,15.3,46.0,0.6,1.7,34.2,4.1,6.3,65.2,4.4,9.6,1.4,0.2,3.8,33,0
point-guard,31,35.0,18.1,6.1,14.3,42.8,0.8,3.2,26.5,5.0,5.9,84.6,4.3,7.8,2.0,0.0,3.7,7,0
point-guard,81,37.5,16.6,6.1,16.0,38.1,1.6,4.9,33.6,2.8,4.1,69.2,6.8,9.7,2.2,0.3,4.0,38,9
point-guard,69,34.0,15.2,5.1,12.1,41.8,1.3,3.7,35.9,3.8,4.9,76.9,2.9,8.3,1.6,0.2,2.1,22,0
point-guard,74,34.0,14.9,5.4,12.8,41.7,1.9,5.4,35.7,2.2,2.8,79.9,2.4,6.9,0.9,0.1,2.1,10,0
point-guard,61,27.6,14.5,4.7,10.8,43.9,1.2,3.4,34.8,3.9,4.7,82.5,3.1,4.6,0.9,0.1,2.6,2,0
point-guard,82,37.6,13.1,5.3,10.8,49.4,0.1,0.4,19.4,2.3,3.2,72.1,2.5,9.6,1.5,0.3,2.4,23,0
point-guard,80,29.1,13.0,4.7,10.1,47.0,1.9,4.6,40.8,1.6,1.8,88.4,2.4,3.8,0.7,0.0,1.5,2,0
point-guard,81,32.3,11.0,3.9,9.6,40.9,1.1,3.1,34.6,2.1,2.6,79.6,3.2,5.2,1.2,0.2,2.1,3,0
point-guard,81,32.6,10.0,3.7,7.7,47.3,0.8,1.8,43.0,1.9,2.4,78.5,3.8,7.8,1.2,0.1,2.5,11,0
point-guard,35,21.3,7.3,2.5,6.6,38.1,0.4,1.3,31.9,1.8,2.1,85.1,1.3,4.5,0.7,0.1,2.0,1,0
point-guard,21,16.0,7.1,2.1,4.7,45.5,0.9,2.1,43.2,2.0,2.1,93.2,1.6,2.4,0.9,0.0,1.1,0,0
point-guard,42,14.8,5.5,1.8,4.5,40.2,0.8,2.0,39.8,1.1,1.4,76.7,1.0,2.7,0.4,0.0,1.5,1,0
point-guard,79,14.6,5.3,1.9,4.6,41.1,0.3,1.0,34.6,1.3,1.8,70.2,1.7,2.9,0.7,0.3,1.5,1,0
point-guard,65,14.8,4.4,1.6,3.7,43.0,0.2,1.0,22.6,1.0,1.2,84.4,1.2,2.2,0.4,0.0,1.2,0,0
point-guard,62,12.7,3.9,1.4,3.5,39.9,0.5,1.6,33.3,0.6,0.9,68.5,1.6,2.1,0.9,0.1,1.3,0,0
point-guard,59,9.7,3.7,1.2,2.8,42.3,0.1,0.4,32.0,1.3,1.5,83.3,0.7,1.6,0.3,0.1,1.1,0,0
point-guard,55,11.0,3.3,1.2,3.2,37.6,0.1,0.5,30.8,0.7,1.0,72.7,1.1,1.9,0.2,0.1,0.7,0,0
point-guard,13,3.2,3.2,1.2,2.5,50.0,0.5,0.9,50.0,0.3,0.3,100.0,0.2,0.4,0.5,0.0,0.5,0,0
point-guard,60,9.3,2.8,1.1,2.6,40.6,0.4,1.1,39.4,0.3,0.4,64.0,0.7,2.0,0.5,0.0,1.1,0,0
point-guard,43,9.0,2.7,1.0,2.3,42.0,0.0,0.2,20.0,0.7,1.1,59.2,1.0,1.7,0.7,0.0,0.9,0,0
shooting-guard,82,37.7,30.4,11.2,22.6,49.5,1.4,3.2,42.7,6.7,8.0,83.4,6.6,4.3,2.2,0.5,2.4,12,0
shooting-guard,81,36.4,23.1,7.5,16.9,44.7,2.8,6.4,43.7,5.2,6.1,86.6,3.3,3.1,1.5,0.2,2.7,0,0
shooting-guard,76,34.5,21.1,6.6,14.0,47.3,2.2,5.4,41.0,5.7,6.6,86.3,2.8,3.3,1.0,0.2,2.5,0,0
shooting-guard,82,37.5,19.7,6.9,15.2,45.3,2.3,5.5,42.7,3.6,4.4,82.3,3.7,3.0,0.7,0.2,2.8,1,0
shooting-guard,75,34.6,19.6,7.5,16.1,46.4,1.4,3.7,37.1,3.3,3.9,83.8,4.1,2.8,0.6,0.3,2.7,3,0
shooting-guard,52,38.4,19.3,6.4,14.7,43.3,1.5,4.5,33.2,5.1,6.5,78.4,7.2,5.8,2.0,0.5,2.6,17,3
shooting-guard,57,35.6,19.2,7.3,16.8,43.4,2.1,5.4,39.2,2.6,2.8,93.0,2.4,6.8,1.1,0.1,2.0,9,0
shooting-guard,78,39.3,18.9,6.6,15.4,42.8,1.2,3.6,32.3,4.5,5.7,78.9,4.9,4.2,1.6,0.6,2.8,3,0
shooting-guard,56,35.8,18.7,6.1,12.0,50.7,0.4,1.0,36.8,6.1,7.1,85.9,3.9,9.2,1.5,0.2,3.0,22,1
shooting-guard,80,35.7,18.1,6.2,14.3,43.2,1.8,5.3,33.1,4.0,4.8,82.6,4.1,2.8,0.9,0.2,1.9,1,0
shooting-guard,75,32.9,16.2,5.5,14.0,39.0,1.9,6.1,31.7,3.3,4.4,75.6,3.1,4.4,1.3,0.2,2.9,6,0
shooting-guard,81,35.7,15.7,5.6,13.9,40.5,2.9,7.7,37.1,1.6,2.1,74.7,4.1,5.9,2.6,0.2,2.3,9,0
shooting-guard,82,34.4,15.6,5.4,11.4,47.3,1.8,4.6,38.4,3.0,3.5,87.4,3.6,2.7,1.8,0.2,2.0,2,0
shooting-guard,80,31.7,15.2,5.2,12.4,42.2,1.7,4.7,36.4,3.0,3.8,79.0,2.9,8.0,1.7,0.2,2.9,22,0
shooting-guard,82,31.6,15.2,5.4,10.7,50.2,1.3,2.7,46.6,3.2,3.5,89.3,2.5,4.1,1.3,0.2,1.5,1,0
shooting-guard,70,33.2,15.1,6.1,12.9,47.1,0.7,2.2,33.8,2.2,3.1,70.6,3.4,2.2,1.0,0.3,1.8,0,0
shooting-guard,82,39.2,15.0,5.7,11.9,47.6,0.7,2.3,32.8,3.0,3.9,74.9,4.6,3.5,1.0,0.4,1.6,5,0
shooting-guard,81,32.4,14.9,5.7,11.8,47.9,1.9,4.5,41.2,1.7,2.2,76.0,3.9,1.7,0.7,0.1,1.2,2,0
shooting-guard,82,35.5,14.7,5.4,10.0,53.8,1.2,2.7,42.2,2.9,3.4,83.0,2.8,11.2,1.7,0.2,3.0,41,0
shooting-guard,82,28.9,14.5,5.4,11.9,45.3,2.0,5.0,40.4,1.8,2.1,85.4,3.2,2.1,1.3,0.3,1.6,1,0
shooting-guard,82,33.7,14.5,5.8,11.7,49.7,0.7,1.8,38.0,2.2,2.6,83.2,3.3,3.8,1.0,0.1,1.2,0,0
shooting-guard,56,33.3,14.0,5.2,12.1,42.6,2.2,6.0,37.1,1.5,2.0,73.5,2.6,3.0,0.8,0.2,1.4,0,0
shooting-guard,82,35.3,14.0,5.3,11.5,46.4,1.5,4.0,37.2,1.9,2.5,75.7,2.5,4.3,1.6,0.1,2.2,3,0
shooting-guard,82,34.3,13.6,4.6,11.1,41.6,0.5,1.8,27.7,3.9,4.6,84.4,4.9,2.9,1.4,0.2,1.9,5,0
shooting-guard,19,28.5,13.4,4.4,9.7,45.1,1.8,4.1,43.6,2.9,3.8,76.4,2.4,2.5,0.8,0.2,1.9,0,0
shooting-guard,20,34.7,13.2,4.6,10.3,44.7,1.9,4.9,37.8,2.1,2.8,75.0,4.9,2.4,1.4,0.7,2.2,0,0
shooting-guard,78,30.9,12.8,4.2,10.0,41.6,1.2,3.3,36.7,3.3,3.9,85.2,3.1,7.0,1.4,0.1,2.9,18,1
shooting-guard,70,31.2,12.8,4.8,9.8,49.2,1.2,3.2,36.6,1.9,2.6,73.9,3.3,3.5,1.8,0.6,1.4,1,0
shooting-guard,61,25.4,12.8,4.3,10.6,40.6,1.7,4.7,36.6,2.4,3.0,81.3,2.2,4.4,0.7,0.0,2.4,1,0
shooting-guard,81,30.8,12.6,4.6,10.4,44.3,1.8,4.9,36.1,1.6,2.1,75.3,2.9,3.9,1.3,0.1,1.9,0,0
shooting-guard,82,24.6,12.4,3.8,8.4,45.9,1.7,3.9,44.0,3.0,4.0,75.5,1.7,4.3,0.7,0.2,2.3,4,0
shooting-guard,82,27.6,12.3,4.1,8.9,46.8,1.2,2.5,47.3,2.9,3.4,83.9,2.2,4.9,0.8,0.1,1.6,6,0
shooting-guard,82,25.7,12.3,4.1,9.0,45.9,1.4,3.3,42.6,2.6,3.5,75.3,3.2,4.8,1.2,0.1,1.9,5,0
shooting-guard,67,32.7,11.8,3.8,8.9,42.6,1.8,4.4,40.6,2.4,2.9,82.2,2.1,4.0,0.6,0.0,1.4,2,0
shooting-guard,79,22.9,11.7,3.8,10.3,36.6,1.3,3.8,33.1,2.8,3.6,78.0,2.8,1.4,1.0,0.6,1.4,0,0
shooting-guard,63,32.0,11.7,4.5,10.5,42.3,1.5,3.9,38.4,1.2,1.7,74.3,2.5,5.4,1.2,0.2,1.5,2,0
shooting-guard,34,29.6,11.6,4.2,11.5,36.4,1.2,3.1,40.4,2.0,2.5,81.0,2.2,2.1,1.6,0.2,2.0,0,0
shooting-guard,67,19.2,11.6,4.1,9.8,41.8,1.1,3.1,35.7,2.3,3.8,59.9,1.7,1.5,0.6,0.2,1.1,0,0
shooting-guard,62,25.8,11.5,4.4,10.6,41.5,0.3,1.6,21.0,2.4,3.0,79.9,3.9,1.9,1.4,0.5,1.8,1,0
shooting-guard,8,23.8,11.4,3.8,9.5,39.5,1.6,3.8,43.3,2.3,2.4,94.7,2.8,0.8,0.3,0.0,1.0,0,0
shooting-guard,79,29.6,11.3,4.4,8.7,50.4,0.5,1.4,36.4,2.0,2.8,73.1,2.3,5.5,0.8,0.1,2.5,10,1
shooting-guard,45,30.8,11.1,4.0,7.9,50.4,0.9,2.8,32.3,2.2,2.6,85.2,3.4,3.1,1.0,0.2,1.3,0,0
shooting-guard,31,28.0,10.8,3.9,9.3,42.2,1.7,4.4,40.0,1.3,1.5,84.8,3.2,2.5,0.7,0.3,0.9,0,0
shooting-guard,53,19.6,10.8,3.3,7.3,45.2,1.2,3.0,40.8,2.9,3.8,77.5,1.5,2.2,1.0,0.1,1.8,0,0
shooting-guard,80,31.0,10.8,3.8,9.3,41.2,0.7,1.8,36.8,2.5,3.2,78.2,2.5,6.1,1.1,0.0,2.4,8,0
shooting-guard,65,24.5,10.7,3.8,9.5,39.9,1.0,3.4,30.9,2.1,2.4,85.4,2.1,2.2,1.2,0.2,1.1,1,0
shooting-guard,81,27.9,10.7,4.2,8.9,46.7,0.5,1.4,32.5,1.9,2.5,76.4,3.8,2.5,1.1,0.3,1.7,1,0
shooting-guard,74,24.0,10.7,3.7,7.6,48.6,1.7,3.6,47.6,1.5,1.7,86.8,1.7,1.4,0.4,0.1,0.9,0,0
shooting-guard,82,28.9,10.6,3.7,9.1,40.5,1.8,5.0,35.3,1.5,2.1,71.0,3.7,2.6,1.0,0.4,1.1,2,0
shooting-guard,79,24.0,10.1,3.6,7.6,47.4,1.6,3.7,41.6,1.4,1.7,81.0,2.1,2.9,1.2,0.3,1.5,1,0
small-forward,18,37.2,23.4,8.1,21.3,37.9,1.9,5.7,34.3,5.4,7.4,72.9,5.4,2.8,0.8,0.2,3.1,1,0
small-forward,82,36.8,21.7,7.6,14.8,51.3,1.1,3.5,31.4,5.4,7.1,76.7,4.3,7.1,2.0,0.5,2.8,20,0
small-forward,79,39.8,21.6,7.7,16.4,47.1,2.2,5.1,42.4,4.0,4.8,83.7,4.8,2.9,1.2,0.2,2.1,4,0
small-forward,82,39.6,20.2,7.6,16.9,45.4,1.1,3.2,34.2,3.9,4.7,81.2,6.1,3.6,1.2,0.5,3.4,12,0
small-forward,80,40.8,20.2,7.1,15.3,46.2,0.1,0.3,19.2,6.1,8.1,75.1,9.8,6.9,1.3,0.6,3.3,44,10
small-forward,82,34.4,19.6,6.9,16.0,43.5,1.5,4.1,36.3,4.2,5.1,82.5,5.0,2.9,0.6,0.3,2.3,6,0
small-forward,77,36.7,19.4,7.3,15.8,46.3,1.9,5.2,37.4,2.9,4.2,67.9,6.4,5.9,1.7,0.7,2.7,19,2
small-forward,72,37.5,19.2,6.3,15.2,41.4,1.3,4.1,31.8,5.4,7.2,74.7,3.7,3.9,1.1,1.1,3.5,4,0
small-forward,80,38.3,15.1,5.7,12.1,46.8,1.0,2.6,37.6,2.7,3.3,82.9,5.5,2.4,0.9,0.7,1.5,4,0
small-forward,81,32.0,14.0,5.2,11.5,45.4,1.2,3.4,36.4,2.4,3.1,77.2,5.6,4.6,1.4,0.5,2.7,9,0
small-forward,47,35.8,14.0,5.2,11.1,46.9,0.6,1.7,32.9,2.9,3.7,78.4,4.9,5.5,1.4,0.5,2.8,6,2
small-forward,81,26.0,13.1,4.8,9.7,49.0,1.1,2.7,40.3,2.5,3.3,77.2,4.0,3.5,0.8,0.3,1.4,3,0
small-forward,82,31.8,12.7,4.8,10.7,44.5,1.4,3.8,37.4,1.8,2.3,77.1,3.9,1.7,0.7,0.3,1.1,3,0
small-forward,77,29.8,12.7,4.7,9.6,49.1,0.0,0.1,25.0,3.3,4.1,79.2,3.9,1.8,1.4,0.4,1.8,1,0
small-forward,67,29.1,11.6,4.6,9.6,47.7,0.7,2.3,32.0,1.7,2.7,62.8,4.3,2.5,1.1,0.5,2.1,2,0
small-forward,77,23.6,8.4,3.3,7.5,44.7,0.5,1.5,31.9,1.3,1.7,75.0,3.2,1.1,0.8,0.3,1.4,1,0
