POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT,REB,AST,STL,BLK,TO,DD2,TD3
point-guard,34,36.8,33.6,11.4,23.5,48.5,4.0,10.4,38.0,6.8,8.7,77.8,8.1,9.1,1.4,0.6,3.9,21,6
point-guard,37,34.5,31.5,11.3,20.3,55.8,1.2,3.5,34.1,7.7,8.6,89.1,5.9,6.4,2.4,0.8,1.9,4,0
point-guard,32,35.2,27.7,9.8,20.9,46.9,3.2,8.3,39.0,4.9,6.8,72.2,4.3,5.8,1.6,0.4,2.6,2,0
point-guard,36,36.4,27.2,8.4,19.9,42.1,3.3,9.2,35.6,7.2,8.4,85.4,3.0,10.9,1.4,0.2,4.3,24,0
point-guard,36,33.2,26.7,8.4,18.9,44.3,4.6,11.4,39.8,5.4,5.8,92.4,4.2,4.8,0.8,0.4,3.0,2,0
point-guard,36,37.5,26.1,8.9,19.8,45.1,3.1,8.2,37.6,5.1,5.8,87.1,3.7,6.6,1.0,0.6,1.6,6,0
point-guard,38,35.7,25.8,9.1,19.3,46.9,2.8,6.6,42.4,4.9,5.8,83.3,3.8,6.4,1.0,0.2,2.3,2,0
point-guard,24,32.9,25.1,9.3,19.4,48.1,3.0,7.0,42.0,3.5,3.9,89.4,5.0,5.3,1.4,0.5,1.6,3,0
point-guard,36,35.3,25.1,7.4,17.1,43.1,3.0,8.5,35.3,7.4,8.0,92.0,4.4,6.8,1.1,0.2,2.5,6,0
point-guard,33,33.4,23.6,8.4,16.9,49.7,3.4,8.4,40.3,3.4,3.9,86.8,4.2,12.5,1.1,0.7,2.5,26,1
point-guard,36,34.5,22.8,8.5,19.0,44.9,1.9,5.6,33.5,3.9,4.5,87.0,4.1,7.3,1.0,0.3,3.8,7,0
point-guard,26,30.2,20.5,7.6,16.0,47.2,2.4,5.7,41.6,2.9,3.3,89.4,3.8,6.3,0.9,0.7,1.8,3,0
point-guard,41,35.4,18.5,6.6,14.5,45.5,2.9,7.2,40.5,2.4,3.0,82.0,4.4,5.0,0.6,0.3,2.0,2,0
point-guard,31,30.1,17.9,6.4,15.2,41.7,1.8,5.7,31.1,3.4,3.9,88.3,3.6,5.3,0.7,0.2,3.0,2,1
point-guard,37,37.1,17.3,5.7,14.0,40.5,3.1,7.9,39.2,2.9,3.3,87.6,3.8,8.6,1.1,0.7,1.6,14,0
point-guard,41,23.5,16.5,5.6,11.5,48.3,1.3,3.8,35.7,4.1,4.6,89.3,2.6,3.9,0.7,0.2,1.8,1,0
point-guard,36,31.8,15.7,5.3,11.2,47.4,2.6,6.3,41.0,2.5,2.8,90.0,4.0,5.0,1.1,1.2,1.6,2,0
point-guard,36,29.1,15.4,5.8,12.4,47.1,2.2,5.5,39.4,1.6,2.1,76.0,2.8,6.1,0.8,0.5,1.9,3,0
point-guard,30,26.7,14.7,5.3,12.2,43.2,2.1,5.2,41.3,2.1,2.7,77.5,3.3,5.1,0.7,0.1,1.4,4,0
point-guard,39,31.7,14.6,5.3,11.6,45.4,1.6,4.5,35.8,2.5,2.9,85.1,2.7,6.6,0.9,0.1,1.6,5,0
point-guard,38,24.8,13.7,4.7,10.6,43.9,1.3,3.7,34.0,3.1,3.7,83.7,4.3,3.3,0.8,0.4,1.8,2,0
point-guard,35,25.9,13.5,4.7,10.4,44.9,1.2,3.9,30.1,3.0,4.0,73.8,3.7,3.5,0.8,0.6,2.2,1,0
point-guard,36,30.9,13.4,4.3,11.1,39.0,1.9,6.1,31.5,2.9,3.7,77.4,3.8,6.3,0.8,0.2,1.5,4,0
point-guard,36,33.8,12.8,4.9,10.9,45.0,1.8,4.7,39.3,1.2,1.4,80.8,6.4,4.6,0.9,0.8,2.0,6,0
point-guard,38,27.9,12.5,5.2,10.0,52.4,1.6,3.7,42.1,0.5,0.7,73.1,2.8,5.6,1.2,0.3,0.9,2,1
point-guard,40,23.3,11.9,4.8,10.2,46.6,1.5,3.8,37.9,0.9,1.3,74.0,2.1,4.3,0.6,0.2,1.5,1,0
point-guard,37,29.1,11.1,3.7,8.2,45.7,2.4,5.2,45.8,1.3,1.4,94.1,2.7,6.4,0.9,0.1,1.0,3,0
point-guard,38,22.9,10.8,4.4,9.6,45.9,0.6,2.3,27.3,1.4,2.2,64.3,5.8,4.5,1.1,0.4,2.2,6,0
point-guard,34,24.5,9.2,3.6,7.3,49.8,0.6,2.2,27.0,1.4,1.5,88.5,3.1,4.9,0.8,0.1,1.4,1,0
point-guard,32,28.4,9.2,3.1,6.6,46.2,1.9,4.5,43.4,1.1,1.3,83.3,3.6,4.0,1.1,0.4,1.5,1,0
point-guard,32,27.6,8.9,3.3,7.7,42.4,1.3,3.7,36.1,1.1,1.3,83.3,3.8,7.2,1.1,0.1,1.2,4,0
point-guard,39,20.8,8.0,2.9,6.7,42.9,1.7,4.5,37.5,0.6,0.7,75.9,3.2,3.0,0.4,0.1,0.6,0,0
point-guard,30,16.2,7.9,3.5,6.4,54.7,0.0,0.5,7.1,0.9,1.2,74.3,2.7,5.4,1.1,0.1,1.3,2,0
point-guard,26,20.0,7.6,3.3,6.9,48.0,0.7,2.1,33.3,0.3,0.4,72.7,1.8,4.0,0.9,0.0,1.8,1,0
point-guard,34,24.8,7.5,3.0,7.5,39.8,0.6,2.0,28.4,0.9,1.4,68.1,2.9,4.7,1.0,0.5,1.3,0,0
point-guard,24,17.4,7.3,2.6,6.3,41.1,1.4,3.5,39.3,0.8,1.2,62.1,2.3,2.0,1.0,0.4,0.8,0,0
point-guard,23,19.6,7.2,2.8,6.7,41.9,0.5,1.9,27.3,1.0,1.3,82.8,3.3,4.2,1.0,0.2,1.0,3,0
point-guard,37,15.4,6.1,2.1,4.6,45.9,1.1,2.8,38.2,0.8,0.9,88.6,1.2,2.4,0.4,0.1,0.8,0,0
point-guard,39,14.6,5.4,2.1,5.7,36.2,1.3,3.7,34.3,0.1,0.1,60.0,0.7,1.2,0.5,0.3,0.6,0,0
point-guard,36,17.8,5.2,1.8,4.3,43.1,0.6,2.1,30.3,0.9,1.1,77.5,2.9,2.4,0.5,0.3,0.8,0,0
point-guard,35,14.0,4.8,1.7,4.1,41.7,0.8,2.4,34.9,0.5,0.7,79.2,1.9,2.2,0.5,0.2,1.0,0,0
point-guard,26,8.2,3.9,1.4,3.0,48.1,0.9,1.8,47.9,0.2,0.3,71.4,0.7,0.9,0.3,0.0,0.2,0,0
point-guard,30,16.9,3.7,1.8,3.8,46.1,0.1,0.2,33.3,0.1,0.1,100.0,1.7,3.2,0.3,0.1,1.3,0,0
point-guard,31,12.1,3.5,1.3,3.6,36.6,0.5,1.8,24.6,0.4,0.5,73.3,0.9,1.7,0.2,0.1,0.5,0,0
shooting-guard,28,35.9,27.9,9.6,21.1,45.7,3.1,9.0,34.9,5.4,6.2,87.9,5.5,5.7,1.9,0.5,2.8,4,0
shooting-guard,29,35.8,26.3,9.0,18.8,48.0,2.1,5.5,37.7,6.2,7.0,88.6,4.8,7.7,0.9,0.4,3.0,9,0
shooting-guard,35,34.6,25.8,8.9,19.4,46.0,2.5,6.5,38.3,5.5,6.5,84.2,5.3,4.9,1.3,0.6,3.4,4,0
shooting-guard,37,34.5,24.4,8.9,18.8,47.4,3.3,8.6,38.4,3.3,3.8,86.4,4.6,5.3,1.0,0.5,2.7,2,0
shooting-guard,25,35.7,23.9,8.6,18.5,46.2,2.8,7.7,37.0,4.0,4.6,86.8,3.7,6.8,1.2,0.4,2.1,3,0
shooting-guard,37,33.5,23.4,8.9,18.0,49.6,2.2,6.0,36.7,3.3,4.5,73.5,5.2,3.5,1.1,0.6,2.6,2,0
shooting-guard,38,34.6,21.1,8.1,17.2,46.9,2.4,6.1,39.1,2.5,3.1,82.1,4.6,4.9,1.4,0.3,2.1,3,0
shooting-guard,29,28.7,20.5,7.6,17.5,43.1,1.9,5.4,35.3,3.5,4.4,79.7,2.6,2.1,0.6,0.3,1.6,0,0
shooting-guard,26,32.3,19.4,6.9,14.9,46.4,3.5,7.9,44.4,2.1,2.7,78.3,4.2,5.1,1.3,0.8,1.6,1,0
shooting-guard,33,30.1,18.5,6.5,14.5,44.8,1.8,4.8,36.3,3.7,4.5,82.0,4.8,2.6,0.5,0.4,1.9,1,0
shooting-guard,33,30.5,18.0,6.6,14.4,46.0,2.5,6.9,36.8,2.3,2.8,81.5,3.4,3.2,1.3,0.2,1.3,0,0
shooting-guard,38,30.3,17.5,6.1,14.3,42.5,3.4,8.8,38.7,1.9,2.2,90.2,3.6,2.3,0.5,0.5,1.7,0,0
shooting-guard,38,30.4,17.4,5.8,14.4,40.0,2.2,6.4,34.3,3.6,4.5,80.2,4.6,3.2,0.6,0.3,2.1,0,0
shooting-guard,36,28.1,17.3,6.2,14.4,42.7,3.2,8.7,36.9,1.7,1.9,89.9,3.3,2.7,1.4,0.2,1.0,0,0
shooting-guard,33,33.7,17.1,5.1,10.9,46.3,2.7,6.3,42.8,4.2,4.8,87.5,4.7,8.5,1.2,0.8,2.7,10,0
shooting-guard,37,29.0,16.9,6.1,14.6,41.7,2.0,6.4,31.6,2.7,3.2,85.6,2.4,3.7,1.0,0.3,2.4,0,0
shooting-guard,29,29.0,16.4,5.9,13.7,43.1,2.0,5.7,34.8,2.6,3.5,74.5,3.4,4.0,1.1,0.4,1.5,1,0
shooting-guard,32,33.1,15.9,5.5,13.6,40.6,1.9,5.6,33.3,3.1,3.7,82.4,5.0,2.9,0.9,0.4,2.3,1,0
shooting-guard,37,25.2,15.7,5.2,11.6,45.0,2.3,5.5,41.7,2.9,3.3,87.0,2.9,3.0,0.5,0.1,1.0,0,0
shooting-guard,40,30.0,15.2,5.2,10.7,48.7,1.6,4.5,34.4,3.2,3.6,86.9,4.3,5.1,0.9,0.1,2.2,4,0
shooting-guard,37,25.7,15.0,5.1,11.5,44.0,2.5,6.4,39.5,2.3,2.6,87.5,2.5,5.4,0.6,0.7,2.1,1,0
shooting-guard,38,25.6,14.7,5.2,11.0,47.0,1.3,3.5,38.1,3.1,3.7,82.9,3.8,2.0,0.6,0.2,1.6,2,0
shooting-guard,38,30.6,14.0,5.4,10.6,51.0,1.1,3.1,35.3,2.1,2.6,83.5,3.9,2.7,1.1,0.3,1.8,1,0
shooting-guard,25,27.2,13.4,5.0,10.6,46.6,1.7,4.7,36.4,1.8,2.4,73.8,4.2,1.1,1.2,0.4,0.9,0,0
shooting-guard,37,33.8,13.4,4.8,11.9,40.1,2.8,8.0,34.5,1.1,1.3,79.6,4.9,3.8,0.9,0.5,1.7,3,0
shooting-guard,38,25.6,13.3,4.6,9.3,49.6,2.0,4.4,44.9,2.1,2.3,89.9,2.4,1.0,0.6,0.3,0.9,0,0
shooting-guard,32,31.0,13.3,4.9,10.8,45.4,2.6,6.7,39.3,0.8,1.1,76.5,2.1,2.3,0.9,0.5,1.3,0,0
shooting-guard,33,33.3,13.2,4.5,9.1,49.5,2.5,5.5,46.2,1.6,1.8,90.0,4.2,2.8,0.9,0.6,1.4,1,0
shooting-guard,35,26.7,13.2,4.7,10.2,46.1,2.1,5.2,39.3,1.7,2.2,76.9,3.3,2.4,1.4,0.7,2.0,0,0
shooting-guard,38,25.6,12.6,4.6,10.6,43.7,2.8,7.3,38.1,0.6,0.7,84.0,3.2,2.5,0.7,0.7,1.4,0,0
shooting-guard,29,27.8,12.0,4.4,12.1,36.5,1.2,4.0,29.3,2.0,2.8,72.0,3.0,4.9,0.6,0.2,3.3,4,0
shooting-guard,37,25.1,12.0,4.9,10.7,46.0,1.0,2.7,36.4,1.2,1.4,81.1,6.2,4.7,0.8,0.5,2.3,4,1
shooting-guard,33,29.1,11.8,3.9,9.9,39.3,2.1,5.8,36.3,1.9,2.3,82.7,4.0,3.2,1.6,0.5,1.2,0,0
shooting-guard,37,29.0,11.6,4.2,8.6,49.2,3.0,6.2,47.8,0.2,0.3,66.7,4.1,1.3,0.8,0.1,0.6,1,0
shooting-guard,32,19.6,11.5,3.4,9.0,38.2,2.0,5.3,38.0,2.6,2.9,88.2,2.3,1.3,0.4,0.3,0.7,0,0
shooting-guard,35,25.7,11.3,4.1,10.1,41.0,2.2,5.5,39.8,0.8,1.2,65.1,2.2,1.6,0.8,0.1,0.6,1,0
shooting-guard,37,28.5,11.1,3.7,8.1,46.0,1.8,4.4,41.7,1.8,2.2,81.9,3.9,1.4,0.8,0.8,0.9,0,0
shooting-guard,35,25.0,11.1,3.5,9.4,37.0,1.7,5.3,32.3,2.4,2.9,80.6,3.0,4.5,0.5,0.1,2.1,0,0
shooting-guard,39,21.8,11.1,3.8,8.3,46.3,2.6,6.0,43.4,0.8,1.1,75.6,3.1,2.1,1.2,0.3,1.1,0,0
shooting-guard,30,22.0,11.0,4.1,10.0,41.1,1.2,3.7,33.3,1.6,2.0,78.7,2.5,4.2,1.1,0.4,1.7,1,0
shooting-guard,35,22.0,10.7,3.5,8.8,40.1,2.1,5.7,37.9,1.5,1.8,84.1,2.8,1.5,0.3,0.1,0.8,0,0
shooting-guard,38,32.1,10.1,3.6,7.8,45.9,1.5,3.7,40.7,1.5,1.6,90.3,2.2,2.6,1.5,0.6,1.1,0,0
shooting-guard,29,27.2,10.0,3.6,8.1,44.4,1.4,4.3,33.6,1.4,1.5,93.0,2.7,2.9,0.6,0.3,1.0,0,0
shooting-guard,34,25.3,9.8,3.4,7.0,49.2,1.7,4.0,41.6,1.3,1.6,76.8,3.6,2.6,1.3,0.9,1.3,1,0
shooting-guard,36,22.9,9.5,3.6,8.6,41.6,1.7,5.1,33.0,0.7,0.9,80.6,3.6,2.5,0.6,0.3,0.6,0,0
shooting-guard,30,19.5,9.3,3.7,6.4,57.5,0.9,2.1,45.2,1.0,1.3,75.0,2.9,2.9,0.6,0.2,0.9,0,0
shooting-guard,33,24.3,9.2,3.6,7.8,46.3,1.4,3.4,40.2,0.7,1.1,61.1,5.5,3.2,0.9,0.2,1.2,3,0
shooting-guard,38,19.3,9.1,3.1,6.8,45.7,2.2,5.1,42.3,0.7,0.9,82.4,2.2,1.1,0.6,0.3,0.6,0,0
shooting-guard,37,22.0,8.8,3.6,8.4,42.8,1.1,3.4,31.5,0.6,0.6,91.3,2.1,2.5,0.4,0.1,1.3,0,0
shooting-guard,34,18.0,8.7,3.1,6.5,48.2,1.1,3.1,35.8,1.3,1.7,78.9,3.1,0.8,0.7,0.3,0.7,0,0
small-forward,36,35.9,27.4,9.2,19.2,48.0,3.2,8.5,37.7,5.7,7.1,81.1,8.3,4.4,1.0,0.5,2.8,13,0
small-forward,36,34.3,24.7,9.2,17.6,52.1,2.1,5.5,38.9,4.2,5.7,73.2,7.2,7.6,1.4,0.6,3.3,11,2
small-forward,34,34.4,23.9,8.9,17.2,52.1,2.3,5.3,43.1,3.8,4.3,87.7,6.0,3.5,1.7,0.9,1.6,1,0
small-forward,38,31.0,22.4,8.7,18.9,46.0,2.4,6.8,34.9,2.6,3.4,78.1,6.2,4.2,0.3,0.6,2.7,6,0
small-forward,39,36.9,22.4,7.8,16.7,46.6,1.0,2.9,35.7,5.8,6.8,84.9,3.9,5.3,1.1,0.7,1.4,3,0
small-forward,36,33.2,21.7,8.1,16.4,49.7,1.3,3.7,35.1,4.1,5.0,81.7,4.6,5.4,0.8,0.5,2.5,0,0
small-forward,38,34.5,21.3,7.4,16.5,45.0,2.0,5.8,35.0,4.4,5.2,84.4,5.3,3.6,0.8,0.4,2.4,3,0
small-forward,34,33.6,21.1,7.3,16.0,45.5,2.3,5.6,41.1,4.3,5.4,80.2,3.4,2.4,0.8,0.7,2.1,1,0
small-forward,24,33.6,21.0,6.5,14.0,46.4,0.8,2.2,37.7,7.1,8.1,88.1,5.0,4.5,1.0,0.4,1.8,3,0
small-forward,34,33.4,20.9,7.7,16.5,46.7,1.4,4.8,28.8,4.1,4.8,85.2,5.9,3.9,1.1,0.4,1.9,0,0
small-forward,25,36.6,20.4,7.7,16.8,46.0,2.2,6.3,34.8,2.8,3.3,85.4,7.1,3.0,1.2,0.5,2.0,5,0
small-forward,39,34.9,20.4,7.6,15.9,48.1,2.2,5.6,38.2,3.0,4.0,74.4,8.4,5.7,1.3,1.5,2.4,16,2
small-forward,37,29.4,17.6,6.1,14.4,41.9,3.2,8.8,35.9,2.4,2.8,86.3,3.7,1.7,0.4,0.0,0.8,0,0
small-forward,36,31.8,17.6,6.3,13.8,45.4,2.0,5.6,35.5,3.0,3.8,79.0,6.0,3.7,0.9,0.3,1.7,7,0
small-forward,34,33.0,16.1,6.1,13.1,46.5,2.5,6.8,37.4,1.4,1.7,81.0,5.6,1.6,1.2,0.5,0.9,3,0
small-forward,40,31.0,16.1,6.2,13.0,47.8,2.7,6.9,39.4,1.0,1.3,76.9,7.2,1.4,0.5,0.8,1.0,9,0
small-forward,24,31.5,15.0,6.0,10.3,57.9,1.2,2.9,40.0,1.9,2.4,79.3,8.3,3.0,1.1,0.9,2.0,7,0
small-forward,24,30.3,14.9,5.1,11.0,46.0,1.9,4.8,40.4,2.8,3.1,90.7,4.1,1.4,0.8,0.4,1.5,1,0
small-forward,34,33.5,14.9,5.8,11.7,49.4,2.1,5.7,37.4,1.2,1.7,73.7,4.2,2.4,1.1,0.6,1.5,0,0
small-forward,34,25.5,14.7,5.6,11.4,49.4,1.7,4.5,38.2,1.7,2.0,82.6,4.3,5.1,0.9,0.2,2.1,4,0
small-forward,25,31.9,14.5,5.6,11.9,46.8,0.9,2.4,36.1,2.5,3.2,76.5,4.7,4.6,1.1,0.5,2.0,0,0
small-forward,30,29.0,14.5,5.3,11.5,46.0,2.6,6.3,41.1,1.3,1.8,71.7,4.8,2.4,0.8,0.2,1.0,1,0
small-forward,29,30.7,13.5,5.0,10.5,47.4,1.8,4.5,40.5,1.8,2.1,85.0,3.4,1.7,0.9,0.0,1.7,0,0
small-forward,38,32.4,13.1,4.6,10.5,43.3,1.9,5.6,33.6,2.1,2.6,81.6,6.6,1.3,1.1,0.2,1.0,6,0
small-forward,38,27.4,12.3,4.6,9.2,50.1,1.0,2.7,35.9,2.1,2.8,75.2,6.2,4.0,0.9,0.3,1.7,5,0
small-forward,32,29.6,11.9,4.4,9.3,47.3,1.0,3.1,32.3,2.1,2.5,83.5,4.5,2.9,1.0,0.3,1.2,0,0
small-forward,36,25.4,11.8,4.3,8.2,51.7,2.1,4.5,46.6,1.1,1.6,71.9,3.3,1.1,1.1,0.7,0.9,0,0
small-forward,35,26.2,11.7,4.5,10.8,41.8,0.9,3.2,29.5,1.8,2.6,68.9,4.1,1.5,0.3,0.4,1.4,1,0
small-forward,37,22.1,11.6,4.1,8.5,48.4,2.0,5.4,37.7,1.4,1.8,73.5,2.1,1.5,0.3,0.2,1.0,0,0
small-forward,38,29.1,10.8,3.6,7.6,47.2,1.7,4.3,40.2,1.8,2.3,80.2,2.9,1.2,0.7,0.2,0.7,0,0
small-forward,37,29.1,10.8,3.8,7.9,47.4,1.3,3.4,37.6,2.0,2.3,85.9,3.7,2.5,1.2,1.0,1.3,0,0
small-forward,39,26.0,10.6,3.9,7.9,48.7,1.4,4.1,34.8,1.4,1.9,74.7,3.8,1.0,0.9,0.9,0.9,2,0
small-forward,28,26.1,8.6,3.1,6.3,49.1,0.9,2.5,36.6,1.6,2.2,71.0,3.4,2.0,0.8,0.4,0.9,0,0
small-forward,38,22.1,8.6,2.9,6.7,44.3,2.4,5.7,41.3,0.3,0.3,84.6,3.7,0.9,0.4,0.3,0.5,0,0
small-forward,37,22.0,8.5,3.2,7.7,41.5,1.7,4.8,35.0,0.5,0.6,85.7,3.8,1.2,0.3,0.2,0.8,0,0
small-forward,31,19.1,8.2,2.8,6.2,45.8,1.0,2.5,38.5,1.5,1.9,81.4,3.9,2.1,0.6,0.2,1.1,0,0
small-forward,38,18.5,7.8,2.9,6.0,48.2,1.2,3.3,37.6,0.7,1.1,66.7,2.6,1.9,0.5,0.1,0.6,0,0
small-forward,30,14.1,7.2,2.9,4.2,69.0,0.0,0.1,0.0,1.4,2.0,70.0,4.2,0.9,0.7,1.3,0.7,1,0
small-forward,38,22.8,6.6,2.6,5.5,46.9,0.1,0.7,12.0,1.4,2.0,69.7,3.7,3.8,0.8,0.7,1.5,0,0
small-forward,33,23.6,6.5,2.3,5.8,39.1,0.9,2.7,33.7,1.1,1.3,83.3,2.4,1.4,1.2,0.2,0.9,0,0
small-forward,33,15.8,6.4,2.2,4.7,46.1,1.8,3.8,46.8,0.3,0.5,66.7,1.1,1.3,0.3,0.1,0.5,0,0
small-forward,29,16.1,6.3,2.2,5.1,44.2,1.0,2.3,42.6,0.8,0.9,85.2,2.7,0.8,0.4,0.3,0.4,0,0
small-forward,27,21.2,6.1,2.2,5.1,42.4,1.1,2.8,38.2,0.7,0.9,78.3,4.8,1.0,0.6,0.4,0.6,0,0
small-forward,37,15.6,5.9,2.5,4.6,54.7,0.2,0.5,33.3,0.7,0.9,73.5,4.6,1.2,0.7,0.7,0.8,1,0
small-forward,32,19.4,5.7,1.7,4.3,39.7,0.5,2.0,23.4,1.8,2.4,76.3,2.8,1.3,1.0,0.5,0.7,0,0
small-forward,24,15.2,5.1,1.9,3.8,48.9,0.7,2.1,32.0,0.7,0.8,85.0,2.5,0.7,0.4,0.3,0.5,0,0
small-forward,36,19.1,4.9,1.9,4.0,49.0,0.5,1.6,32.1,0.6,0.8,71.4,3.6,1.0,0.8,0.2,0.5,0,0
small-forward,28,16.6,4.7,1.6,4.3,38.3,0.5,1.8,27.5,0.9,1.2,73.5,2.8,0.9,0.6,0.5,0.2,0,0
small-forward,33,11.9,4.5,1.5,3.4,44.2,0.9,2.5,37.0,0.6,0.7,86.4,2.1,1.0,0.2,0.1,0.5,0,0
small-forward,27,15.4,4.5,1.8,3.7,48.0,0.8,1.9,43.1,0.1,0.4,30.0,2.8,1.6,0.5,0.1,0.4,0,0
power-forward,38,35.0,31.3,11.7,19.1,60.9,0.4,1.7,24.2,7.6,11.1,67.8,11.4,5.8,1.3,1.1,3.6,29,4
power-forward,31,36.8,29.3,10.3,19.5,52.6,2.1,4.5,47.1,6.6,7.5,87.6,6.4,5.8,0.9,1.1,3.2,7,1
power-forward,38,36.1,25.1,9.5,17.2,55.1,0.4,1.1,33.3,5.7,7.1,81.0,12.1,3.5,1.2,2.6,2.3,31,1
power-forward,39,35.6,24.4,8.7,18.5,47.3,1.5,5.2,28.9,5.4,6.9,77.9,9.2,4.8,0.6,0.3,3.4,17,0
power-forward,36,34.6,23.8,8.3,17.7,46.9,3.6,8.5,42.3,3.6,3.9,92.1,5.5,3.7,1.6,0.4,2.2,1,0
power-forward,31,32.5,23.7,7.9,16.1,49.2,3.2,8.2,39.5,4.6,5.4,86.7,8.8,1.8,0.9,0.7,1.1,12,0
power-forward,39,35.1,22.9,8.2,17.9,45.4,1.5,4.1,36.1,5.1,7.3,69.9,7.2,4.9,1.1,0.6,3.3,10,1
power-forward,38,34.7,22.3,8.4,16.0,52.6,1.2,3.7,33.1,4.3,5.7,75.3,6.3,4.9,0.8,0.3,2.2,5,0
power-forward,32,30.4,22.0,8.7,14.8,58.4,0.1,0.3,33.3,4.6,6.9,66.4,5.9,4.6,0.9,0.4,2.6,5,0
power-forward,37,31.6,21.3,7.2,15.8,45.6,1.8,5.1,34.2,5.1,6.1,83.6,5.8,1.7,0.8,1.7,1.9,3,0
power-forward,38,34.8,20.1,8.1,13.3,60.4,0.4,1.1,39.5,3.5,5.3,67.0,12.7,7.7,0.8,0.5,3.3,34,9
power-forward,35,31.8,18.2,7.0,12.9,54.3,1.3,3.0,44.2,2.8,3.4,83.2,4.2,4.3,1.0,0.5,1.9,2,0
power-forward,36,34.0,17.9,6.9,13.4,51.2,1.3,3.4,36.3,2.9,3.3,89.1,6.2,3.1,1.0,0.5,1.6,3,0
power-forward,38,29.9,17.9,6.8,12.1,55.7,1.7,4.3,39.5,2.7,3.4,79.7,7.3,2.7,0.7,2.5,1.7,11,0
power-forward,36,29.3,14.2,4.9,10.7,45.6,3.0,7.3,41.4,1.4,1.6,86.2,2.6,3.1,0.6,0.2,1.3,0,0
power-forward,32,30.2,13.9,5.2,12.6,41.5,2.0,5.3,37.6,1.5,1.9,80.0,3.7,2.2,0.7,0.5,1.6,0,0
power-forward,37,28.1,13.9,5.4,10.6,50.4,1.4,3.6,38.5,1.8,2.3,76.5,7.8,1.0,0.6,0.8,1.5,11,0
power-forward,34,31.5,13.9,5.6,10.2,54.8,0.6,1.9,30.8,2.1,3.3,62.8,6.5,3.2,0.9,0.6,1.4,6,0
power-forward,37,31.5,13.5,4.9,10.5,47.0,1.7,4.5,37.7,1.9,2.3,83.5,8.8,1.5,0.5,0.8,1.3,8,0
power-forward,38,23.0,13.4,5.0,9.7,51.4,0.8,2.5,31.3,2.7,3.8,71.0,4.1,1.6,0.6,0.3,1.4,1,0
power-forward,30,28.6,13.0,4.9,11.5,42.4,1.8,5.6,31.4,1.5,2.0,76.3,5.2,2.3,0.9,0.7,1.5,2,0
power-forward,31,26.1,12.9,4.9,10.0,49.5,1.1,3.5,31.2,2.0,2.5,79.2,6.0,3.3,0.6,0.8,2.3,2,0
power-forward,39,23.4,12.4,5.1,10.2,49.7,1.1,2.9,36.8,1.2,1.5,76.7,6.8,1.0,0.7,0.5,0.9,6,0
power-forward,38,23.8,11.8,4.6,7.8,58.9,1.4,3.4,40.8,1.2,1.6,78.0,4.0,1.5,0.5,0.5,0.8,0,0
power-forward,26,23.3,11.8,4.5,9.3,48.6,1.1,3.0,35.9,1.7,2.2,76.8,3.6,1.1,0.7,0.2,0.8,0,0
power-forward,38,29.1,11.0,4.3,9.9,43.2,1.0,2.6,37.0,1.5,1.9,77.0,5.5,3.9,0.6,0.3,1.9,0,0
power-forward,39,20.8,10.4,3.6,7.6,48.0,1.5,3.8,38.9,1.6,1.9,84.2,5.6,2.4,0.6,0.2,1.2,2,0
power-forward,29,23.2,10.4,3.9,9.0,43.8,1.6,4.6,34.1,1.0,1.6,60.9,5.5,1.7,0.7,0.7,1.1,4,0
power-forward,28,27.7,10.4,4.3,8.5,50.8,1.1,3.2,34.8,0.6,0.8,73.9,2.4,1.3,0.8,0.6,1.1,0,0
power-forward,26,18.4,10.2,4.1,7.0,59.1,0.0,0.2,16.7,1.9,2.3,82.0,4.5,1.0,0.2,0.5,1.1,1,0
power-forward,31,19.1,10.1,3.2,7.1,45.2,1.7,4.8,34.9,2.1,2.6,78.0,6.7,2.6,0.4,0.2,0.7,3,0
power-forward,25,17.3,10.1,3.8,6.1,62.7,1.1,2.2,48.2,1.3,1.8,71.7,5.4,1.0,0.2,0.4,0.9,1,0
power-forward,38,30.9,10.0,3.6,8.3,43.2,2.2,5.6,39.4,0.6,0.8,74.2,2.9,1.8,0.9,0.5,0.9,0,0
power-forward,39,27.4,9.8,3.7,8.2,45.0,1.3,3.2,40.8,1.2,1.5,76.7,3.9,1.6,0.9,0.8,1.3,0,0
power-forward,35,28.4,9.6,3.5,8.2,43.1,2.3,5.5,40.9,0.2,0.3,80.0,4.7,1.3,0.7,0.5,0.8,0,0
power-forward,37,24.6,9.5,3.6,6.1,59.6,0.4,1.2,29.5,1.9,2.3,81.2,6.7,1.4,0.5,1.1,0.8,5,0
power-forward,39,22.5,8.8,3.2,7.1,44.4,1.8,4.6,38.9,0.7,0.9,77.1,3.2,1.3,0.6,0.4,1.1,0,0
power-forward,34,19.3,8.3,3.0,6.1,48.8,0.5,1.8,27.4,1.9,2.4,77.8,5.7,0.9,0.7,0.4,1.0,2,0
power-forward,36,26.7,8.2,2.8,6.8,41.5,1.7,4.6,37.3,0.8,1.2,69.0,3.6,1.6,0.4,0.7,1.1,0,0
power-forward,39,21.1,8.1,2.9,5.3,55.3,0.8,1.8,42.9,1.5,1.8,85.5,5.2,4.5,0.9,0.3,1.7,3,0
